enhedsnummer,cvrnummer,felttype,branchekode,branchetekst,gyldigfra,gyldigtil
4001857880,32342221,hovedbranche,451120,"Detailhandel med personbiler, varebiler og minibusser",2014-08-06,2200-01-01
4001857880,32342221,hovedbranche,477890,Detailhandel med andre varer i.a.n.,2011-07-01,2014-08-05
4002014952,32342604,bibranche1,108900,Fremstilling af andre fødevarer i.a.n.,2014-04-03,2016-09-30
4002014952,32342604,hovedbranche,105100,Mejerier samt ostefremstilling,2014-01-03,2016-09-30
4002014952,32342604,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2016-10-01,2016-10-04
4001997921,32345611,hovedbranche,999999,Uoplyst,2013-12-13,2200-01-01
4002017671,32345794,hovedbranche,502000,Sø- og kysttransport af gods,2013-12-16,2200-01-01
4002019313,32346871,hovedbranche,999999,Uoplyst,2013-12-17,2200-01-01
4001999321,32346979,hovedbranche,999999,Uoplyst,2013-12-19,2014-07-29
4001999322,32346987,bibranche1,11100,"Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø",2014-01-01,2200-01-01
4001999322,32346987,hovedbranche,941100,Erhvervs- og arbejdsgiverorganisationer,2014-01-01,2014-12-31
4001999322,32346987,hovedbranche,749010,Landbrugskonsulenter,2015-01-01,2200-01-01
4001999327,32347134,hovedbranche,999999,Uoplyst,2013-12-18,2018-08-16
4002019337,32347339,hovedbranche,999999,Uoplyst,2013-12-20,2016-04-12
4002019337,32347339,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-04-13,2200-01-01
4001925804,32347967,hovedbranche,999999,Uoplyst,2012-10-23,2015-12-31
4001925804,32347967,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4001925809,32348025,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2013-12-01,2200-01-01
4001927147,32348920,hovedbranche,682040,Udlejning af erhvervsejendomme,2012-10-25,2200-01-01
4001113611,32349110,hovedbranche,432900,Anden bygningsinstallationsvirksomhed,2008-01-01,2200-01-01
4000658548,32357644,hovedbranche,522920,Speditører,2009-08-12,2018-05-01
4001766845,32358187,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-07-21,2017-05-23
4001749547,32358772,hovedbranche,522920,Speditører,2009-08-12,2018-05-04
4823584,32360033,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4001750773,32362249,hovedbranche,461400,"Agenturhandel med maskiner, teknisk udstyr, skibe og flyvemaskiner",2013-01-01,2200-01-01
4001788985,32362370,hovedbranche,999999,Uoplyst,2009-08-12,2200-01-01
4001776463,32364691,hovedbranche,642010,Finansielle holdingselskaber,2011-05-31,2200-01-01
4001787040,32365337,hovedbranche,999999,Uoplyst,2009-08-19,2200-01-01
5144382,32365949,bibranche1,15000,Blandet drift,2012-03-01,2200-01-01
5144382,32365949,hovedbranche,16100,Serviceydelser i forbindelse med planteavl,2009-08-24,2200-01-01
3731009,32433510,hovedbranche,469000,Ikke-specialiseret engroshandel,2008-01-01,2200-01-01
4001776487,32437990,bibranche1,620300,Computer facility management,2012-01-01,2016-04-27
4001776487,32437990,hovedbranche,642020,Ikke-finansielle holdingselskaber,2012-01-01,2200-01-01
4001757364,32439810,hovedbranche,999999,Uoplyst,2009-08-26,2200-01-01
4001761103,32440312,hovedbranche,643030,Investeringsselskaber,2009-08-14,2200-01-01
4001758634,32440630,hovedbranche,251100,Fremstilling af metalkonstruktioner og dele heraf,2009-08-31,2200-01-01
4001777737,32441149,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-01-01,2200-01-01
5070256,32441483,bibranche1,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2009-10-01,2200-01-01
5070256,32441483,hovedbranche,16200,Serviceydelser i forbindelse med husdyravl,2009-10-01,2200-01-01
4001762820,32442072,bibranche1,682040,Udlejning af erhvervsejendomme,2014-04-01,2200-01-01
4001762820,32442072,hovedbranche,463300,"Engroshandel med mejeriprodukter, æg samt spiselige olier og fedtstoffer",2009-10-22,2200-01-01
4001768030,32444199,hovedbranche,522920,Speditører,2009-09-02,2200-01-01
4001760007,32444202,hovedbranche,522920,Speditører,2009-09-02,2200-01-01
4001758496,32444644,hovedbranche,999999,Uoplyst,2009-08-26,2016-02-29
4001758496,32444644,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-03-01,2018-10-15
5502212,32444741,hovedbranche,353000,Varmeforsyning,2011-12-20,2200-01-01
4001758530,32445764,bibranche1,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2009-09-01,2014-12-31
4001758530,32445764,bibranche1,321200,Fremstilling af smykker i ædle metaller og relaterede produkter,2015-01-01,2200-01-01
4001758530,32445764,bibranche2,321200,Fremstilling af smykker i ædle metaller og relaterede produkter,2009-09-01,2014-12-31
4001758530,32445764,hovedbranche,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2015-01-01,2200-01-01
4001758530,32445764,hovedbranche,477700,"Detailhandel med ure, smykker og guld- og sølvvarer",2009-09-01,2014-12-31
4001790406,32446825,hovedbranche,351100,Produktion af elektricitet,2009-09-09,2200-01-01
4001770445,32447104,bibranche1,360000,Vandforsyning,2010-01-01,2200-01-01
4001770445,32447104,hovedbranche,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
4001769552,32448348,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2018-12-29
4904185,32451667,bibranche1,661900,Andre hjælpetjenester i forbindelse med finansiel formidling,2009-10-01,2200-01-01
4904185,32451667,hovedbranche,773900,"Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.",2009-10-01,2200-01-01
4001767717,32451780,hovedbranche,821100,Kombinerede administrationsserviceydelser,2009-12-02,2200-01-01
4001767770,32452175,hovedbranche,643030,Investeringsselskaber,2011-03-04,2200-01-01
4001781673,32466249,hovedbranche,620200,Konsulentbistand vedrørende informationsteknologi,2009-09-07,2200-01-01
4849214,32467644,hovedbranche,682040,Udlejning af erhvervsejendomme,2013-08-28,2200-01-01
4001780315,32467660,bibranche1,682040,Udlejning af erhvervsejendomme,2012-12-15,2200-01-01
4001780315,32467660,hovedbranche,642010,Finansielle holdingselskaber,2012-12-15,2200-01-01
4001790972,32468306,bibranche1,465100,"Engroshandel med computere, ydre enheder og software",2009-09-22,2200-01-01
4001790972,32468306,hovedbranche,465220,Engroshandel med telekommunikationsudstyr,2009-09-22,2200-01-01
4001779068,32471277,hovedbranche,999999,Uoplyst,2009-09-25,2200-01-01
4001788424,32471404,hovedbranche,521000,Oplagrings- og pakhusvirksomhed,2014-01-01,2200-01-01
4001788431,32471560,bibranche1,661900,Andre hjælpetjenester i forbindelse med finansiel formidling,2011-03-01,2200-01-01
4001788431,32471560,hovedbranche,643030,Investeringsselskaber,2011-03-01,2200-01-01
4001756070,32471854,hovedbranche,451120,"Detailhandel med personbiler, varebiler og minibusser",2009-10-01,2200-01-01
4001784552,32473660,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-10-01,2200-01-01
4001784555,32473903,hovedbranche,601000,Radiovirksomhed,2009-09-22,2200-01-01
4001781800,32473997,hovedbranche,563000,"Cafeér, værtshuse, diskoteker mv.",2009-10-01,2200-01-01
5772336,32474721,hovedbranche,999999,Uoplyst,2009-10-05,2018-04-05
5772336,32474721,hovedbranche,642020,Ikke-finansielle holdingselskaber,2018-04-06,2200-01-01
4001779579,32474977,hovedbranche,711220,Rådgivende ingeniørvirksomhed inden for produktions- og maskinteknik,2009-10-06,2200-01-01
5067133,32476694,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-09-28,2200-01-01
4001777862,32478085,hovedbranche,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
4001774051,32478980,bibranche1,467500,Engroshandel med kemiske produkter,2010-01-01,2200-01-01
4001774051,32478980,hovedbranche,464610,Engroshandel med medicinalvarer og sygeplejeartikler,2010-01-01,2200-01-01
4962819,32479081,hovedbranche,791100,Rejsebureauer,2009-10-16,2200-01-01
4001784775,32505821,bibranche1,682040,Udlejning af erhvervsejendomme,2010-01-01,2200-01-01
4001784775,32505821,bibranche2,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2010-01-01,2200-01-01
4001784775,32505821,hovedbranche,352200,Distribution af gas,2010-01-01,2200-01-01
4001117991,32517714,bibranche1,682040,Udlejning af erhvervsejendomme,2011-11-01,2200-01-01
4001117991,32517714,hovedbranche,271100,"Fremstilling af elektriske motorer, generatorer og transformere",2009-01-01,2200-01-01
4001118014,32532411,hovedbranche,466100,"Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil",2008-01-01,2200-01-01
4000423804,32539815,bibranche1,452010,Autoreparationsværksteder mv.,2008-01-01,2200-01-01
4000423804,32539815,hovedbranche,451920,Engros- og detailhandel med lastbiler og påhængsvogne mv.,2008-01-01,2200-01-01
4001118035,32544312,bibranche1,105100,Mejerier samt ostefremstilling,2008-01-02,2015-12-15
4001118035,32544312,bibranche2,561010,Restauranter,2008-01-01,2015-12-15
4001118035,32544312,hovedbranche,463420,Engroshandel med vin og spiritus,2008-01-01,2015-12-15
4001777216,32550649,hovedbranche,999999,Uoplyst,2009-10-16,2016-03-17
4001777216,32550649,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-03-18,2200-01-01
4001777217,32550665,hovedbranche,999999,Uoplyst,2009-10-16,2016-12-31
4001777217,32550665,hovedbranche,642020,Ikke-finansielle holdingselskaber,2017-01-01,2200-01-01
5195308,32551335,hovedbranche,522920,Speditører,2009-11-01,2200-01-01
4001770242,32552773,hovedbranche,433410,Malerforretninger,2009-10-01,2014-01-28
4001770242,32552773,hovedbranche,12900,Dyrkning af andre flerårige afgrøder,2014-01-29,2200-01-01
4871273,32553478,hovedbranche,999999,Uoplyst,2009-10-09,2200-01-01
4001777135,32553834,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-09-25,2200-01-01
4881529,32555470,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4001787721,32557066,bibranche1,469000,Ikke-specialiseret engroshandel,2010-01-01,2200-01-01
4001787721,32557066,hovedbranche,451910,"Engros- og detailhandel med campingkøretøjer, små trailere mv.",2010-01-01,2014-12-31
4001787721,32557066,hovedbranche,451920,Engros- og detailhandel med lastbiler og påhængsvogne mv.,2015-01-01,2200-01-01
4001774503,32557864,hovedbranche,649230,Andre kreditselskaber,2012-01-30,2200-01-01
4001790137,32558631,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4001782183,32559824,hovedbranche,370000,Opsamling og behandling af spildevand,2010-08-13,2200-01-01
4001790151,32559905,hovedbranche,711290,Anden teknisk rådgivning,2009-10-26,2200-01-01
4001782185,32559956,hovedbranche,353000,Varmeforsyning,2010-01-01,2200-01-01
4001790152,32559980,hovedbranche,360000,Vandforsyning,2010-01-01,2200-01-01
5491404,32560156,bibranche1,360000,Vandforsyning,2010-01-01,2200-01-01
5491404,32560156,hovedbranche,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
4001787771,32560350,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-11-01,2200-01-01
4001779539,32562361,bibranche1,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
4001779539,32562361,bibranche2,495000,Rørtransport,2010-01-01,2200-01-01
4001779539,32562361,hovedbranche,360000,Vandforsyning,2009-11-01,2200-01-01
4001784493,32562531,bibranche1,360000,Vandforsyning,2013-01-01,2200-01-01
4001784493,32562531,bibranche2,381100,Indsamling af ikke-farligt affald,2013-01-01,2200-01-01
4001784493,32562531,bibranche3,382110,Behandling og bortskaffelse af ikke-farligt affald,2013-01-01,2200-01-01
4001784493,32562531,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-10-29,2200-01-01
4001773917,32563643,bibranche1,451110,"Engroshandel med personbiler, varebiler og minibusser",2009-11-11,2200-01-01
4001773917,32563643,hovedbranche,771100,Udlejning og leasing af biler og lette motorkøretøjer,2009-11-11,2200-01-01
4953938,32563872,hovedbranche,643030,Investeringsselskaber,2012-07-24,2200-01-01
5919614,32563937,hovedbranche,999999,Uoplyst,2009-11-06,2017-09-30
5919614,32563937,hovedbranche,821100,Kombinerede administrationsserviceydelser,2017-10-01,2200-01-01
4887758,32565093,bibranche1,811000,Kombinerede serviceydelser,2009-11-09,2200-01-01
4887758,32565093,bibranche2,383200,Genbrug af sorterede materialer,2014-05-19,2200-01-01
4887758,32565093,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-11-09,2200-01-01
4001787156,32566200,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-11-16,2200-01-01
4001770023,32567967,hovedbranche,522130,"Drift af betalingsveje, -broer og -tunneler",2012-07-04,2200-01-01
4001770054,32568297,hovedbranche,999999,Uoplyst,2009-11-19,2200-01-01
4001771291,32569633,hovedbranche,464990,Engroshandel med andre husholdningsartikler,2015-01-01,2200-01-01
4001771291,32569633,hovedbranche,264000,Fremstilling af elektronik til husholdninger,2013-01-01,2014-12-31
4928098,32570119,bibranche1,551020,Konferencecentre og kursusejendomme,2015-09-15,2200-01-01
4928098,32570119,hovedbranche,855900,Anden undervisning i.a.n.,2013-01-01,2200-01-01
4001771313,32571190,hovedbranche,293200,Fremstilling af andre dele og tilbehør til motorkøretøjer,2010-01-01,2200-01-01
4001772564,32571522,hovedbranche,791100,Rejsebureauer,2009-11-26,2200-01-01
5220233,32644740,hovedbranche,591300,"Distribution af film, video- og tv-programmer",2010-01-01,2200-01-01
4001780659,32644848,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-10-22,2200-01-01
5360473,32645380,hovedbranche,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2015-10-01,2200-01-01
5360473,32645380,hovedbranche,643030,Investeringsselskaber,2013-12-10,2015-09-30
4000784966,32645607,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2009-12-01,2200-01-01
5855689,32645992,bibranche1,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
5855689,32645992,hovedbranche,360000,Vandforsyning,2010-01-01,2016-06-07
5855689,32645992,hovedbranche,360000,Vandforsyning,2016-06-08,2200-01-01
4934708,32646271,hovedbranche,999999,Uoplyst,2009-11-01,2017-05-25
4934708,32646271,hovedbranche,642020,Ikke-finansielle holdingselskaber,2017-05-26,2200-01-01
4001776886,32647251,hovedbranche,643030,Investeringsselskaber,2012-11-01,2200-01-01
4001788599,32647677,hovedbranche,782000,Vikarbureauer,2009-12-03,2200-01-01
4001789888,32648347,hovedbranche,467310,"Engroshandel med træ, trælast og byggematerialer",2009-12-07,2200-01-01
4001776905,32648762,hovedbranche,999999,Uoplyst,2009-11-01,2200-01-01
4001782029,32649289,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-09-09,2200-01-01
5119731,32651747,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-12-02,2200-01-01
4001772817,32651798,hovedbranche,370000,Opsamling og behandling af spildevand,2010-04-10,2200-01-01
4001772818,32651828,hovedbranche,360000,Vandforsyning,2010-04-10,2200-01-01
4001785168,32653820,hovedbranche,932910,Lystbådehavne,2009-12-11,2200-01-01
4001785180,32654088,bibranche1,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2010-12-01,2200-01-01
4001785180,32654088,hovedbranche,469000,Ikke-specialiseret engroshandel,2011-08-19,2200-01-01
4001773180,32654169,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-07-01,2200-01-01
5298403,32654193,hovedbranche,353000,Varmeforsyning,2010-01-01,2200-01-01
4001784627,32654266,hovedbranche,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
4001785193,32654487,hovedbranche,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2009-12-15,2200-01-01
4001791148,32654797,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-02-20,2200-01-01
4000684050,32655505,bibranche1,681000,Køb og salg af egen fast ejendom,2009-12-14,2200-01-01
4000684050,32655505,bibranche2,682040,Udlejning af erhvervsejendomme,2016-07-01,2200-01-01
4000684050,32655505,hovedbranche,412000,Opførelse af bygninger,2009-12-14,2200-01-01
4001789107,32656005,hovedbranche,999999,Uoplyst,2009-12-08,2014-06-30
4001789107,32656005,hovedbranche,821100,Kombinerede administrationsserviceydelser,2018-01-01,2200-01-01
4001789107,32656005,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-07-01,2017-12-31
4001783447,32656072,hovedbranche,999999,Uoplyst,2009-12-17,2200-01-01
4001783453,32656625,hovedbranche,464410,Engroshandel med porcelæns- og glasvarer,2010-01-01,2200-01-01
4001781985,32657400,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-07-01,2200-01-01
5842642,32658202,bibranche1,821100,Kombinerede administrationsserviceydelser,2017-06-01,2017-06-02
5842642,32658202,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-12-18,2200-01-01
4001779787,32658210,hovedbranche,370000,Opsamling og behandling af spildevand,2010-01-01,2200-01-01
4001776605,32658385,hovedbranche,502000,Sø- og kysttransport af gods,2011-07-01,2200-01-01
4001779803,32658393,bibranche1,452010,Autoreparationsværksteder mv.,2010-09-08,2200-01-01
4001779803,32658393,bibranche2,331100,Reparation af jern- og metalvarer,2010-09-08,2200-01-01
4001779803,32658393,hovedbranche,522400,Godshåndtering,2010-06-30,2200-01-01
5102571,32658407,hovedbranche,91000,Serviceydelser i forbindelse med indvinding af råolie og naturgas,2014-10-22,2200-01-01
5102571,32658407,hovedbranche,502000,Sø- og kysttransport af gods,2010-03-01,2014-10-21
5855516,32658849,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4000763994,32658903,hovedbranche,642020,Ikke-finansielle holdingselskaber,2012-06-01,2200-01-01
4001785866,32659209,hovedbranche,941100,Erhvervs- og arbejdsgiverorganisationer,2010-01-01,2200-01-01
4001785871,32659365,hovedbranche,370000,Opsamling og behandling af spildevand,2009-12-17,2200-01-01
4001783286,32659578,hovedbranche,360000,Vandforsyning,2009-12-21,2200-01-01
4001772959,32659586,hovedbranche,370000,Opsamling og behandling af spildevand,2009-12-21,2200-01-01
4001785881,32659705,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-12-22,2200-01-01
4001790063,32660045,hovedbranche,999999,Uoplyst,2009-12-21,2200-01-01
