cvrnummer,formkode,kortbeskrivelse,langbeskrivelse,gyldigfra,gyldigtil
32478980,60,A/S,Aktieselskab,2009-10-08,2200-01-01
32775705,60,A/S,Aktieselskab,2010-02-23,2200-01-01
32283853,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32364691,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32437990,60,A/S,Aktieselskab,2016-04-27,2200-01-01
32658385,60,A/S,Aktieselskab,2009-12-14,2200-01-01
32647251,60,A/S,Aktieselskab,2009-11-13,2200-01-01
32781845,60,A/S,Aktieselskab,2010-03-05,2200-01-01
32441149,60,A/S,Aktieselskab,2009-08-26,2200-01-01
32664083,60,A/S,Aktieselskab,2009-12-08,2200-01-01
32664350,60,A/S,Aktieselskab,2009-12-30,2200-01-01
32478085,60,A/S,Aktieselskab,2010-06-24,2200-01-01
32783503,60,A/S,Aktieselskab,2010-04-01,2200-01-01
32285759,60,A/S,Aktieselskab,2009-07-02,2200-01-01
32562361,60,A/S,Aktieselskab,2009-11-01,2200-01-01
32474977,60,A/S,Aktieselskab,2009-10-06,2200-01-01
32658210,60,A/S,Aktieselskab,2009-12-16,2200-01-01
32658393,60,A/S,Aktieselskab,2009-12-14,2200-01-01
32788742,60,A/S,Aktieselskab,2010-03-05,2200-01-01
32292747,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32660436,60,A/S,Aktieselskab,2009-12-22,2017-10-10
32661149,60,A/S,Aktieselskab,2009-12-21,2200-01-01
32663834,60,A/S,Aktieselskab,2009-12-28,2200-01-01
32644848,60,A/S,Aktieselskab,2009-10-22,2200-01-01
32662498,60,A/S,Aktieselskab,2009-12-21,2200-01-01
32649289,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32559824,60,A/S,Aktieselskab,2010-05-31,2200-01-01
32559956,60,A/S,Aktieselskab,2010-05-31,2200-01-01
32676960,60,A/S,Aktieselskab,2009-12-22,2200-01-01
32659578,60,A/S,Aktieselskab,2009-12-21,2200-01-01
32761755,60,A/S,Aktieselskab,2009-12-31,2200-01-01
32773877,60,A/S,Aktieselskab,2010-02-19,2200-01-01
32764509,60,A/S,Aktieselskab,2010-01-31,2200-01-01
32562531,60,A/S,Aktieselskab,2009-10-29,2200-01-01
32473660,60,A/S,Aktieselskab,2010-06-08,2200-01-01
32654266,60,A/S,Aktieselskab,2009-12-15,2200-01-01
32653820,60,A/S,Aktieselskab,2009-12-11,2200-01-01
32654487,60,A/S,Aktieselskab,2009-12-15,2200-01-01
32765572,60,A/S,Aktieselskab,2010-01-27,2200-01-01
32659365,60,A/S,Aktieselskab,2009-12-17,2200-01-01
32659705,60,A/S,Aktieselskab,2009-12-22,2200-01-01
32660533,60,A/S,Aktieselskab,2009-12-22,2200-01-01
32662579,60,A/S,Aktieselskab,2009-12-21,2200-01-01
32557066,60,A/S,Aktieselskab,2009-10-29,2200-01-01
32560350,60,A/S,Aktieselskab,2009-11-01,2200-01-01
32787177,60,A/S,Aktieselskab,2010-03-09,2017-03-01
32666906,60,A/S,Aktieselskab,2010-01-01,2200-01-01
32667767,60,A/S,Aktieselskab,2010-01-06,2200-01-01
32660711,60,A/S,Aktieselskab,2009-12-22,2016-05-25
32661165,60,A/S,Aktieselskab,2009-12-21,2200-01-01
32648347,60,A/S,Aktieselskab,2009-12-07,2200-01-01
32559980,60,A/S,Aktieselskab,2010-05-31,2200-01-01
32300022,60,A/S,Aktieselskab,2009-11-01,2016-08-12
32446825,60,A/S,Aktieselskab,2010-01-25,2200-01-01
32762646,60,A/S,Aktieselskab,2010-01-04,2200-01-01
32654797,60,A/S,Aktieselskab,2009-12-10,2200-01-01
32777465,60,A/S,Aktieselskab,2010-02-01,2200-01-01
32886264,60,A/S,Aktieselskab,2010-04-28,2200-01-01
32667643,60,A/S,Aktieselskab,2010-01-07,2014-08-25
32667732,60,A/S,Aktieselskab,2010-01-06,2200-01-01
32878008,60,A/S,Aktieselskab,2010-04-16,2200-01-01
32937896,60,A/S,Aktieselskab,2010-05-26,2200-01-01
32931340,60,A/S,Aktieselskab,2010-05-17,2200-01-01
32832601,60,A/S,Aktieselskab,2010-02-26,2200-01-01
32932274,60,A/S,Aktieselskab,2010-05-05,2200-01-01
32667678,60,A/S,Aktieselskab,2010-01-07,2200-01-01
32784682,60,A/S,Aktieselskab,2010-03-10,2200-01-01
32942342,60,A/S,Aktieselskab,2010-05-31,2200-01-01
32781020,60,A/S,Aktieselskab,2010-02-23,2200-01-01
32667740,60,A/S,Aktieselskab,2010-01-06,2200-01-01
32837425,60,A/S,Aktieselskab,2010-03-25,2200-01-01
32838502,60,A/S,Aktieselskab,2010-03-31,2200-01-01
32882277,60,A/S,Aktieselskab,2010-04-15,2200-01-01
32888275,60,A/S,Aktieselskab,2010-04-30,2016-01-01
32890334,60,A/S,Aktieselskab,2010-04-30,2200-01-01
32837832,60,A/S,Aktieselskab,2010-03-25,2200-01-01
32837859,60,A/S,Aktieselskab,2010-03-25,2200-01-01
32749054,60,A/S,Aktieselskab,2010-01-01,2200-01-01
32882064,60,A/S,Aktieselskab,2010-04-13,2200-01-01
32938108,60,A/S,Aktieselskab,2010-05-17,2200-01-01
32881718,60,A/S,Aktieselskab,2010-04-15,2200-01-01
32883699,60,A/S,Aktieselskab,2010-04-23,2200-01-01
32879934,60,A/S,Aktieselskab,2010-03-18,2200-01-01
32834825,60,A/S,Aktieselskab,2010-03-04,2200-01-01
32889743,60,A/S,Aktieselskab,2010-05-03,2019-03-21
32933491,60,A/S,Aktieselskab,2010-05-19,2200-01-01
32938914,60,A/S,Aktieselskab,2010-06-08,2200-01-01
32933165,60,A/S,Aktieselskab,2010-03-17,2019-02-27
32892973,60,A/S,Aktieselskab,2010-05-07,2200-01-01
32939376,60,A/S,Aktieselskab,2010-05-25,2200-01-01
32939384,60,A/S,Aktieselskab,2010-05-25,2200-01-01
33044488,60,A/S,Aktieselskab,2010-06-22,2200-01-01
33034474,60,A/S,Aktieselskab,2010-06-16,2200-01-01
33034482,60,A/S,Aktieselskab,2010-06-16,2200-01-01
33035268,60,A/S,Aktieselskab,2010-06-16,2200-01-01
32948367,60,A/S,Aktieselskab,2010-06-03,2200-01-01
33036175,60,A/S,Aktieselskab,2010-06-07,2200-01-01
33040407,60,A/S,Aktieselskab,2010-06-22,2200-01-01
33040644,60,A/S,Aktieselskab,2010-06-15,2200-01-01
33040695,60,A/S,Aktieselskab,2010-06-15,2200-01-01
33041403,60,A/S,Aktieselskab,2010-06-22,2200-01-01
33041586,60,A/S,Aktieselskab,2010-06-18,2200-01-01
33032633,60,A/S,Aktieselskab,2010-06-01,2016-01-01
33033192,60,A/S,Aktieselskab,2010-06-01,2200-01-01
33033575,60,A/S,Aktieselskab,2010-06-08,2200-01-01
32945880,60,A/S,Aktieselskab,2010-05-28,2200-01-01
33059124,60,A/S,Aktieselskab,2010-06-24,2017-03-27
33161395,60,A/S,Aktieselskab,2010-09-15,2200-01-01
33050119,60,A/S,Aktieselskab,2010-06-22,2200-01-01
33065892,60,A/S,Aktieselskab,2010-06-30,2019-05-24
33070861,60,A/S,Aktieselskab,2010-07-23,2200-01-01
33144903,60,A/S,Aktieselskab,2010-08-30,2200-01-01
33239262,60,A/S,Aktieselskab,2010-09-29,2200-01-01
33239602,60,A/S,Aktieselskab,2010-09-21,2200-01-01
33074964,60,A/S,Aktieselskab,2010-08-05,2200-01-01
33051034,60,A/S,Aktieselskab,2010-07-01,2200-01-01
33059647,60,A/S,Aktieselskab,2010-07-07,2200-01-01
33080212,60,A/S,Aktieselskab,2010-08-19,2200-01-01
33051662,60,A/S,Aktieselskab,2010-07-01,2200-01-01
32301827,60,A/S,Aktieselskab,2010-06-02,2017-09-25
33162731,60,A/S,Aktieselskab,2010-09-23,2200-01-01
33052782,60,A/S,Aktieselskab,2010-06-22,2200-01-01
33072147,60,A/S,Aktieselskab,2010-07-30,2200-01-01
33151799,60,A/S,Aktieselskab,2010-09-09,2018-05-15
33075723,60,A/S,Aktieselskab,2010-07-28,2015-11-27
33061072,60,A/S,Aktieselskab,2011-04-13,2200-01-01
33061226,60,A/S,Aktieselskab,2010-06-30,2018-10-18
33081146,60,A/S,Aktieselskab,2010-08-17,2200-01-01
33152191,60,A/S,Aktieselskab,2010-09-07,2200-01-01
33240880,60,A/S,Aktieselskab,2010-10-06,2200-01-01
33053770,60,A/S,Aktieselskab,2010-06-23,2200-01-01
33053835,60,A/S,Aktieselskab,2010-06-30,2200-01-01
33252862,60,A/S,Aktieselskab,2010-10-21,2200-01-01
33067925,60,A/S,Aktieselskab,2010-07-01,2200-01-01
33067933,60,A/S,Aktieselskab,2010-07-01,2200-01-01
33067941,60,A/S,Aktieselskab,2010-07-01,2018-03-07
33241615,60,A/S,Aktieselskab,2010-10-06,2200-01-01
33262299,60,A/S,Aktieselskab,2010-10-28,2200-01-01
33148100,60,A/S,Aktieselskab,2010-08-31,2200-01-01
33164610,60,A/S,Aktieselskab,2010-09-28,2200-01-01
33045719,60,A/S,Aktieselskab,2010-06-14,2200-01-01
33046456,60,A/S,Aktieselskab,2010-06-24,2200-01-01
33055889,60,A/S,Aktieselskab,2010-06-30,2200-01-01
33148798,60,A/S,Aktieselskab,2010-08-25,2200-01-01
33254288,60,A/S,Aktieselskab,2010-10-15,2200-01-01
33153600,60,A/S,Aktieselskab,2010-08-31,2018-05-31
33165846,60,A/S,Aktieselskab,2010-09-30,2200-01-01
33056982,60,A/S,Aktieselskab,2010-06-28,2200-01-01
33057105,60,A/S,Aktieselskab,2010-06-24,2200-01-01
33077769,60,A/S,Aktieselskab,2010-08-16,2200-01-01
33077831,60,A/S,Aktieselskab,2010-08-16,2200-01-01
33057539,60,A/S,Aktieselskab,2010-07-01,2200-01-01
33057695,60,A/S,Aktieselskab,2010-07-05,2200-01-01
33160062,60,A/S,Aktieselskab,2012-08-31,2200-01-01
33255047,60,A/S,Aktieselskab,2010-10-28,2200-01-01
33078897,60,A/S,Aktieselskab,2010-08-18,2018-07-19
33260059,60,A/S,Aktieselskab,2010-11-08,2200-01-01
33374585,60,A/S,Aktieselskab,2010-12-22,2200-01-01
33387342,60,A/S,Aktieselskab,2011-01-03,2200-01-01
33592981,60,A/S,Aktieselskab,2011-04-07,2017-03-27
33593007,60,A/S,Aktieselskab,2011-04-07,2017-03-27
33593163,60,A/S,Aktieselskab,2011-04-01,2200-01-01
33572190,60,A/S,Aktieselskab,2011-03-10,2200-01-01
33492782,60,A/S,Aktieselskab,2013-06-07,2200-01-01
33493231,60,A/S,Aktieselskab,2011-01-25,2017-01-20
33358628,60,A/S,Aktieselskab,2010-12-02,2200-01-01
33503164,60,A/S,Aktieselskab,2011-02-21,2200-01-01
33353170,60,A/S,Aktieselskab,2011-08-26,2200-01-01
33376146,60,A/S,Aktieselskab,2010-12-23,2200-01-01
33383673,60,A/S,Aktieselskab,2011-01-06,2200-01-01
33384084,60,A/S,Aktieselskab,2011-01-01,2200-01-01
33388845,60,A/S,Aktieselskab,2011-01-01,2200-01-01
33367066,60,A/S,Aktieselskab,2010-12-14,2200-01-01
33384599,60,A/S,Aktieselskab,2011-01-03,2200-01-01
33589263,60,A/S,Aktieselskab,2011-04-01,2200-01-01
33589476,60,A/S,Aktieselskab,2011-03-30,2200-01-01
33394527,60,A/S,Aktieselskab,2011-01-19,2200-01-01
33354940,60,A/S,Aktieselskab,2010-11-16,2200-01-01
33355092,60,A/S,Aktieselskab,2010-11-25,2200-01-01
33355157,60,A/S,Aktieselskab,2010-11-28,2015-11-05
33368771,60,A/S,Aktieselskab,2010-11-24,2200-01-01
33362439,60,A/S,Aktieselskab,2010-12-02,2016-12-05
33395361,60,A/S,Aktieselskab,2016-05-09,2200-01-01
33499639,60,A/S,Aktieselskab,2011-02-16,2200-01-01
33574088,60,A/S,Aktieselskab,2011-02-28,2200-01-01
33574231,60,A/S,Aktieselskab,2011-03-11,2017-09-30
33369794,60,A/S,Aktieselskab,2010-12-13,2200-01-01
33505213,60,A/S,Aktieselskab,2011-02-15,2200-01-01
33574487,60,A/S,Aktieselskab,2011-03-14,2200-01-01
33380127,60,A/S,Aktieselskab,2010-12-23,2017-11-03
33574797,60,A/S,Aktieselskab,2011-03-08,2200-01-01
33396074,60,A/S,Aktieselskab,2011-01-24,2200-01-01
33575106,60,A/S,Aktieselskab,2011-03-08,2200-01-01
33364105,60,A/S,Aktieselskab,2010-12-10,2017-06-08
33386222,60,A/S,Aktieselskab,2011-01-01,2200-01-01
33391439,60,A/S,Aktieselskab,2011-01-17,2200-01-01
33591721,60,A/S,Aktieselskab,2011-04-05,2017-08-09
33357257,60,A/S,Aktieselskab,2010-11-30,2016-05-25
33371926,60,A/S,Aktieselskab,2010-12-21,2200-01-01
33381719,60,A/S,Aktieselskab,2011-01-05,2200-01-01
33396953,60,A/S,Aktieselskab,2011-01-26,2200-01-01
33585551,60,A/S,Aktieselskab,2011-03-30,2018-01-31
33508778,60,A/S,Aktieselskab,2011-03-02,2200-01-01
33373198,60,A/S,Aktieselskab,2011-05-04,2200-01-01
33387253,60,A/S,Aktieselskab,2011-01-03,2200-01-01
33397593,60,A/S,Aktieselskab,2011-01-26,2200-01-01
33358083,60,A/S,Aktieselskab,2010-11-18,2200-01-01
33501889,60,A/S,Aktieselskab,2011-02-21,2200-01-01
33639317,60,A/S,Aktieselskab,2011-04-15,2200-01-01
33649282,60,A/S,Aktieselskab,2011-05-12,2200-01-01
33859341,60,A/S,Aktieselskab,2011-07-07,2200-01-01
33882815,60,A/S,Aktieselskab,2011-09-08,2019-01-07
33598548,60,A/S,Aktieselskab,2011-12-12,2200-01-01
33598645,60,A/S,Aktieselskab,2011-12-12,2200-01-01
33598653,60,A/S,Aktieselskab,2011-04-15,2200-01-01
33776039,60,A/S,Aktieselskab,2011-06-22,2200-01-01
33859643,60,A/S,Aktieselskab,2011-07-18,2200-01-01
33877285,60,A/S,Aktieselskab,2011-08-29,2200-01-01
32322654,60,A/S,Aktieselskab,2011-05-16,2200-01-01
32322697,60,A/S,Aktieselskab,2011-05-16,2200-01-01
32322735,60,A/S,Aktieselskab,2011-05-23,2200-01-01
33751001,60,A/S,Aktieselskab,2011-05-30,2018-08-10
33599129,60,A/S,Aktieselskab,2011-04-14,2200-01-01
33644957,60,A/S,Aktieselskab,2015-04-07,2200-01-01
33783736,60,A/S,Aktieselskab,2011-07-11,2200-01-01
33783949,60,A/S,Aktieselskab,2011-07-08,2200-01-01
33745192,60,A/S,Aktieselskab,2011-05-16,2018-05-18
33860625,60,A/S,Aktieselskab,2011-09-01,2200-01-01
33757905,60,A/S,Aktieselskab,2011-06-10,2200-01-01
33757980,60,A/S,Aktieselskab,2011-05-31,2200-01-01
33873522,60,A/S,Aktieselskab,2011-08-24,2200-01-01
33600836,60,A/S,Aktieselskab,2011-04-15,2200-01-01
33785682,60,A/S,Aktieselskab,2011-07-12,2200-01-01
33765770,60,A/S,Aktieselskab,2011-06-16,2200-01-01
33869487,60,A/S,Aktieselskab,2011-10-17,2200-01-01
33765894,60,A/S,Aktieselskab,2011-06-21,2200-01-01
33770952,60,A/S,Aktieselskab,2011-06-21,2200-01-01
33771258,60,A/S,Aktieselskab,2011-06-20,2200-01-01
33759142,60,A/S,Aktieselskab,2011-06-05,2200-01-01
33759258,60,A/S,Aktieselskab,2011-06-15,2200-01-01
33865562,60,A/S,Aktieselskab,2011-07-01,2200-01-01
33759517,60,A/S,Aktieselskab,2015-12-02,2200-01-01
33779887,60,A/S,Aktieselskab,2011-06-22,2200-01-01
33870434,60,A/S,Aktieselskab,2011-08-17,2200-01-01
33747977,60,A/S,Aktieselskab,2011-05-25,2200-01-01
33747985,60,A/S,Aktieselskab,2011-05-24,2200-01-01
33755090,60,A/S,Aktieselskab,2011-06-06,2200-01-01
33597045,60,A/S,Aktieselskab,2011-07-05,2200-01-01
33597142,60,A/S,Aktieselskab,2014-12-30,2200-01-01
33780680,60,A/S,Aktieselskab,2011-07-06,2017-05-01
33748620,60,A/S,Aktieselskab,2011-05-23,2019-05-21
33768354,60,A/S,Aktieselskab,2011-06-21,2200-01-01
33774206,60,A/S,Aktieselskab,2011-06-30,2019-04-11
33774257,60,A/S,Aktieselskab,2011-06-28,2200-01-01
33963750,60,A/S,Aktieselskab,2017-05-31,2200-01-01
34071993,60,A/S,Aktieselskab,2011-11-28,2200-01-01
34072051,60,A/S,Aktieselskab,2013-02-27,2200-01-01
34092451,60,A/S,Aktieselskab,2011-12-27,2200-01-01
33952252,60,A/S,Aktieselskab,2011-09-26,2200-01-01
34205469,60,A/S,Aktieselskab,2012-02-09,2200-01-01
34215685,60,A/S,Aktieselskab,2012-08-29,2200-01-01
33964730,60,A/S,Aktieselskab,2011-10-01,2200-01-01
33969376,60,A/S,Aktieselskab,2011-10-20,2200-01-01
34216037,60,A/S,Aktieselskab,2012-01-24,2017-06-09
34073430,60,A/S,Aktieselskab,2011-11-30,2200-01-01
34080186,60,A/S,Aktieselskab,2011-12-09,2200-01-01
33884788,60,A/S,Aktieselskab,2011-09-13,2200-01-01
34080321,60,A/S,Aktieselskab,2011-12-01,2200-01-01
34086796,60,A/S,Aktieselskab,2011-12-07,2200-01-01
34201137,60,A/S,Aktieselskab,2011-12-13,2200-01-01
33885199,60,A/S,Aktieselskab,2011-09-03,2200-01-01
33885326,60,A/S,Aktieselskab,2011-09-08,2200-01-01
34051356,60,A/S,Aktieselskab,2015-11-09,2200-01-01
33948581,60,A/S,Aktieselskab,2011-10-11,2016-08-25
33960476,60,A/S,Aktieselskab,2011-10-10,2200-01-01
34081182,60,A/S,Aktieselskab,2011-12-12,2200-01-01
33971443,60,A/S,Aktieselskab,2011-10-17,2200-01-01
34046352,60,A/S,Aktieselskab,2011-11-07,2200-01-01
34212538,60,A/S,Aktieselskab,2012-01-12,2014-06-16
34088616,60,A/S,Aktieselskab,2011-12-22,2200-01-01
34088926,60,A/S,Aktieselskab,2011-12-20,2200-01-01
33946201,60,A/S,Aktieselskab,2011-09-16,2200-01-01
34042462,60,A/S,Aktieselskab,2011-10-31,2200-01-01
33957335,60,A/S,Aktieselskab,2011-10-04,2200-01-01
34077185,60,A/S,Aktieselskab,2011-12-01,2018-02-14
34077185,60,A/S,Aktieselskab,2018-05-03,2200-01-01
34077444,60,A/S,Aktieselskab,2011-11-28,2200-01-01
34203717,60,A/S,Aktieselskab,2011-12-22,2200-01-01
33968035,60,A/S,Aktieselskab,2011-10-23,2200-01-01
34091420,60,A/S,Aktieselskab,2012-02-02,2018-10-04
33958358,60,A/S,Aktieselskab,2011-10-05,2200-01-01
34078491,60,A/S,Aktieselskab,2011-12-08,2200-01-01
34092087,60,A/S,Aktieselskab,2011-12-27,2015-12-11
34204691,60,A/S,Aktieselskab,2012-01-05,2200-01-01
34588856,60,A/S,Aktieselskab,2012-06-01,2200-01-01
34479097,60,A/S,Aktieselskab,2012-04-20,2200-01-01
34484635,60,A/S,Aktieselskab,2012-04-23,2200-01-01
34582440,60,A/S,Aktieselskab,2012-05-11,2200-01-01
34589526,60,A/S,Aktieselskab,2012-06-06,2017-01-26
34589801,60,A/S,Aktieselskab,2012-06-08,2200-01-01
34600082,60,A/S,Aktieselskab,2013-11-06,2200-01-01
34593485,60,A/S,Aktieselskab,2012-06-14,2200-01-01
34593744,60,A/S,Aktieselskab,2012-06-15,2200-01-01
34455627,60,A/S,Aktieselskab,2012-03-05,2200-01-01
34485887,60,A/S,Aktieselskab,2012-04-30,2200-01-01
34485909,60,A/S,Aktieselskab,2012-04-30,2200-01-01
34594325,60,A/S,Aktieselskab,2012-06-14,2200-01-01
34486816,60,A/S,Aktieselskab,2012-05-01,2200-01-01
34596387,60,A/S,Aktieselskab,2012-06-29,2200-01-01
34222037,60,A/S,Aktieselskab,2012-02-02,2200-01-01
34487243,60,A/S,Aktieselskab,2012-05-03,2200-01-01
34487367,60,A/S,Aktieselskab,2012-05-03,2016-06-22
34472459,60,A/S,Aktieselskab,2012-04-11,2200-01-01
34472874,60,A/S,Aktieselskab,2012-04-01,2200-01-01
34598010,60,A/S,Aktieselskab,2012-06-21,2200-01-01
34462828,60,A/S,Aktieselskab,2012-03-14,2200-01-01
34585709,60,A/S,Aktieselskab,2012-06-01,2200-01-01
34576890,60,A/S,Aktieselskab,2012-05-15,2200-01-01
34578699,60,A/S,Aktieselskab,2012-05-15,2200-01-01
34228272,60,A/S,Aktieselskab,2012-02-15,2016-05-06
34458065,60,A/S,Aktieselskab,2012-02-28,2200-01-01
34477841,60,A/S,Aktieselskab,2012-03-22,2200-01-01
34599866,60,A/S,Aktieselskab,2012-06-25,2200-01-01
34586640,60,A/S,Aktieselskab,2012-05-18,2200-01-01
34475407,60,A/S,Aktieselskab,2012-04-13,2015-11-18
34483841,60,A/S,Aktieselskab,2012-04-27,2200-01-01
34454663,60,A/S,Aktieselskab,2012-03-06,2200-01-01
34470359,60,A/S,Aktieselskab,2012-03-29,2200-01-01
34602255,60,A/S,Aktieselskab,2012-06-28,2200-01-01
34731683,60,A/S,Aktieselskab,2012-11-08,2200-01-01
34731721,60,A/S,Aktieselskab,2012-11-01,2200-01-01
34621675,60,A/S,Aktieselskab,2012-07-13,2200-01-01
34611025,60,A/S,Aktieselskab,2012-07-05,2200-01-01
34619190,60,A/S,Aktieselskab,2012-07-18,2200-01-01
34621713,60,A/S,Aktieselskab,2012-07-26,2200-01-01
34704074,60,A/S,Aktieselskab,2012-09-17,2200-01-01
34714088,60,A/S,Aktieselskab,2012-10-01,2200-01-01
34726973,60,A/S,Aktieselskab,2012-11-26,2200-01-01
34604630,60,A/S,Aktieselskab,2012-06-29,2200-01-01
34693919,60,A/S,Aktieselskab,2012-08-28,2200-01-01
34708754,60,A/S,Aktieselskab,2012-09-24,2019-01-31
34625689,60,A/S,Aktieselskab,2018-12-20,2200-01-01
34613141,60,A/S,Aktieselskab,2012-07-09,2200-01-01
34613249,60,A/S,Aktieselskab,2012-07-01,2016-07-07
32323448,60,A/S,Aktieselskab,2012-06-29,2200-01-01
34694311,60,A/S,Aktieselskab,2012-08-30,2200-01-01
32347967,60,A/S,Aktieselskab,2012-10-23,2200-01-01
34626073,60,A/S,Aktieselskab,2012-08-08,2200-01-01
34605149,60,A/S,Aktieselskab,2012-07-02,2017-03-01
34725101,60,A/S,Aktieselskab,2012-10-26,2200-01-01
34689555,60,A/S,Aktieselskab,2012-08-17,2200-01-01
34613923,60,A/S,Aktieselskab,2012-07-10,2200-01-01
34739307,60,A/S,Aktieselskab,2014-06-20,2200-01-01
34606110,60,A/S,Aktieselskab,2012-06-28,2200-01-01
34606285,60,A/S,Aktieselskab,2012-07-02,2200-01-01
34623074,60,A/S,Aktieselskab,2012-07-31,2017-12-12
34729174,60,A/S,Aktieselskab,2012-11-01,2200-01-01
34607109,60,A/S,Aktieselskab,2012-07-03,2200-01-01
34721408,60,A/S,Aktieselskab,2012-10-01,2016-12-16
34607540,60,A/S,Aktieselskab,2012-06-18,2200-01-01
34607923,60,A/S,Aktieselskab,2012-07-02,2200-01-01
34717141,60,A/S,Aktieselskab,2012-09-24,2200-01-01
34690995,60,A/S,Aktieselskab,2012-08-13,2200-01-01
34697434,60,A/S,Aktieselskab,2013-11-11,2200-01-01
34722293,60,A/S,Aktieselskab,2012-10-16,2200-01-01
34712174,60,A/S,Aktieselskab,2012-10-01,2200-01-01
34734496,60,A/S,Aktieselskab,2012-11-13,2018-08-14
34702063,60,A/S,Aktieselskab,2012-09-01,2200-01-01
34800324,60,A/S,Aktieselskab,2012-11-16,2200-01-01
35226788,60,A/S,Aktieselskab,2013-04-12,2200-01-01
34886490,60,A/S,Aktieselskab,2012-12-17,2200-01-01
34895058,60,A/S,Aktieselskab,2012-12-20,2200-01-01
34880522,60,A/S,Aktieselskab,2012-12-06,2200-01-01
35028692,60,A/S,Aktieselskab,2018-05-08,2200-01-01
34804583,60,A/S,Aktieselskab,2012-11-29,2200-01-01
35143335,60,A/S,Aktieselskab,2013-03-18,2200-01-01
35143343,60,A/S,Aktieselskab,2013-03-19,2200-01-01
34881057,60,A/S,Aktieselskab,2012-12-07,2200-01-01
35056297,60,A/S,Aktieselskab,2015-03-18,2200-01-01
34900175,60,A/S,Aktieselskab,2013-12-27,2200-01-01
35143947,60,A/S,Aktieselskab,2013-03-18,2200-01-01
35211926,60,A/S,Aktieselskab,2013-04-09,2200-01-01
34889031,60,A/S,Aktieselskab,2014-09-04,2200-01-01
35035338,60,A/S,Aktieselskab,2013-01-29,2200-01-01
34882274,60,A/S,Aktieselskab,2012-12-06,2015-03-23
34890021,60,A/S,Aktieselskab,2013-11-14,2200-01-01
34890323,60,A/S,Aktieselskab,2012-12-18,2200-01-01
34883084,60,A/S,Aktieselskab,2012-12-10,2017-10-31
35141138,60,A/S,Aktieselskab,2013-03-01,2200-01-01
34877769,60,A/S,Aktieselskab,2012-12-05,2018-05-24
35204369,60,A/S,Aktieselskab,2013-03-22,2200-01-01
34883793,60,A/S,Aktieselskab,2015-06-25,2200-01-01
34903034,60,A/S,Aktieselskab,2013-01-10,2200-01-01
35037209,60,A/S,Aktieselskab,2013-02-06,2200-01-01
34903301,60,A/S,Aktieselskab,2014-04-28,2200-01-01
34903360,60,A/S,Aktieselskab,2014-03-13,2200-01-01
35046070,60,A/S,Aktieselskab,2013-02-13,2200-01-01
34892407,60,A/S,Aktieselskab,2012-12-18,2200-01-01
35032479,60,A/S,Aktieselskab,2013-01-29,2016-03-21
35043055,60,A/S,Aktieselskab,2013-02-01,2200-01-01
35142487,60,A/S,Aktieselskab,2013-03-12,2200-01-01
35205918,60,A/S,Aktieselskab,2013-03-25,2200-01-01
34879699,60,A/S,Aktieselskab,2012-12-01,2200-01-01
34894434,60,A/S,Aktieselskab,2012-12-21,2200-01-01
34898847,60,A/S,Aktieselskab,2014-04-09,2200-01-01
35253602,60,A/S,Aktieselskab,2013-05-22,2200-01-01
35253637,60,A/S,Aktieselskab,2013-06-04,2200-01-01
35257349,60,A/S,Aktieselskab,2013-06-10,2200-01-01
35468277,60,A/S,Aktieselskab,2013-08-29,2200-01-01
32337376,60,A/S,Aktieselskab,2013-04-15,2200-01-01
32337422,60,A/S,Aktieselskab,2013-04-15,2200-01-01
32337767,60,A/S,Aktieselskab,2013-04-29,2200-01-01
35395733,60,A/S,Aktieselskab,2013-07-05,2200-01-01
35411399,60,A/S,Aktieselskab,2013-08-01,2200-01-01
35242147,60,A/S,Aktieselskab,2013-05-15,2200-01-01
35383107,60,A/S,Aktieselskab,2013-06-21,2200-01-01
35258000,60,A/S,Aktieselskab,2013-06-10,2200-01-01
35230203,60,A/S,Aktieselskab,2013-04-19,2200-01-01
35230653,60,A/S,Aktieselskab,2013-04-19,2200-01-01
35230785,60,A/S,Aktieselskab,2013-04-17,2200-01-01
35254137,60,A/S,Aktieselskab,2013-05-30,2200-01-01
35238905,60,A/S,Aktieselskab,2013-05-03,2200-01-01
35404546,60,A/S,Aktieselskab,2017-08-15,2200-01-01
35227431,60,A/S,Aktieselskab,2013-04-15,2200-01-01
35239340,60,A/S,Aktieselskab,2013-05-01,2200-01-01
35391703,60,A/S,Aktieselskab,2013-07-01,2017-12-18
35391746,60,A/S,Aktieselskab,2013-06-27,2200-01-01
35412972,60,A/S,Aktieselskab,2013-08-01,2200-01-01
35254552,60,A/S,Aktieselskab,2013-06-06,2200-01-01
35233954,60,A/S,Aktieselskab,2013-04-29,2200-01-01
35239510,60,A/S,Aktieselskab,2013-05-10,2200-01-01
35385967,60,A/S,Aktieselskab,2013-06-19,2200-01-01
35398910,60,A/S,Aktieselskab,2013-05-31,2200-01-01
35254897,60,A/S,Aktieselskab,2018-04-24,2018-07-27
35413480,60,A/S,Aktieselskab,2013-08-01,2200-01-01
35255494,60,A/S,Aktieselskab,2013-06-01,2200-01-01
